new claims that former #fifa vp jack wagner kept $750 000 that was raised for haiti earthquake relief in 2010. http://prosoccertalk.nbcsports.com/2015/06/09/latest-on-fifa-corruption-burzaco-arrested-shocking-warner-allegations-over-haiti-earthquake-funds/?utm_network=facebook&utm_post=3781317&utm_source=fb%20-%20nbc%20sports%20soccer&utm_tags=srm%5bsoccer%2carticle%5d …,,2015-06-09,16,#FIFA
so upset about that #fifa #manager #sacked,,2015-06-09,16,#FIFA
went to see france vs. england today! awesome game! plus mexico vs. columbia #fifawwc #fifa #canada pic.twitter.com/dqixwhm71a,,2015-06-09,16,#FIFA
@fifawwc june 9th #fra vs #eng #highlights http://goo.gl/tjqyg0  #fifawwc #canadaworldcup #canada2015 #wwc2015 #fraeng #fifa,,2015-06-09,16,#FIFA
this picture illustrates how @juliefoudy will properly clean up corruption in #fifa @meninblazers #motherofdragons pic.twitter.com/n5ygwdfiif,,2015-06-09,16,#FIFA
make soccer more american: #fifa should look to hockey and basketball to reform its game by @richardaepstein http://ow.ly/o2uli ,,2015-06-09,16,#FIFA
john oliver doesn't back down from his promise drinks bud light lime #fifa http://bit.ly/1ff81gc  pic.twitter.com/tzrvt4a5ld,,2015-06-09,16,#FIFA
alejandro burzaco wanted in fifa probe arrested in italy http://zipzp.eu/?a=b8r5c4  #fifa,,2015-06-09,16,#FIFA
he is right but it doesn't mean fifa is not corrupt! jack warner says #us would not guarantee fair trial #fifa http://n.mynews.ly/!yb.cksu0 ,,2015-06-09,16,#FIFA
#brazilië - #korea #fifa #woman'sworldcup2015 #canada #montreal 1 - 0 #brakor #wwc2015,,2015-06-09,16,#FIFA
formiga is the 2nd player after homare sawa to play her 6th #fifawwc #legend #fifa #womenssoccer #wwc2015,,2015-06-09,16,#FIFA
#brazil scores its 1st goal through formiga. #brazil 1-0 #southkorea #fifa #fifawwc #womenssoccer #wwc2015,,2015-06-09,16,#FIFA
never ever try snapchatting while playing fifa.. i just lost 4-3 .. i had this guy.. #fifa,,2015-06-09,16,#FIFA
day 3 recap for the #fifa #womensworldcup https://twitter.com/theaosnofficial/status/608354002120658947 …,,2015-06-09,16,#FIFA
anc mps reject motion to summon safa president on fifa ... http://zipzp.eu/?a=b8qy0c  #fifa,,2015-06-09,16,#FIFA
#worldcup #fifa 2014 prizm world cup frank lampard auto #s-fl http://dlvr.it/b8qxjx  #football #deals,,2015-06-09,16,#FIFA
millionenschwerer #fifa film spielt 545 #euro ein http://www.kicker.de/news/fussball/intligen/startseite/628657/artikel_millionenschwerer-fifa-film-spielt-545-euro-ein.html …,,2015-06-09,16,#FIFA
if south korea beat brazil i will celebrate by having korean food. #fifa,,2015-06-09,16,#FIFA
este empresario acusado de corrupción en la #fifa se entregó a la justicia italiana http://ow.ly/o5ldr  #deportes #fútbol,,2015-06-09,16,#FIFA
